TOKEN, STEMMING, LEMMA, POS, IS_STOP_WORD 
Gino, gino, Gino, PROPN, False
(, (, (, PUNCT, False
1,78, 1,78, 1,78, NUM, False
m, m, m, NUM, False
), ), ), PUNCT, False
., ., ., PUNCT, False
Nem, nem, nem, CCONJ, True
Marques, marqu, Marques, PROPN, False
,, ,, ,, PUNCT, False
o, o, o, DET, True
craque, craqu, craque, NOUN, False
do, do, de o, ADP, True
time, time, time, NOUN, False
,, ,, ,, PUNCT, False
escapa, escapa, escapa, NOUN, False
com, com, com, ADP, True
seus, seu, seu, DET, True
1,75, 1,75, 1,75, NUM, False
m., m., m., NOUN, False

, 
, 
, SPACE, False
O, o, o, DET, True
mais, mai, mais, ADV, True
surpreendente, surpreendent, surpreendente, ADJ, False
é, é, ser, AUX, True
que, que, que, SCONJ, True
a, a, o, DET, True
maioria, maioria, maioria, NOUN, True
das, da, de o, ADP, True
jogadas, jogada, jogada, NOUN, False
de, de, de, ADP, True
linha, linha, linha, NOUN, False
de, de, de, ADP, True
fundo, fundo, fundo, NOUN, False
do, do, de o, ADP, True
time, time, time, NOUN, False
resultam, resultam, resultar, VERB, False
em, em, em, ADP, True
cruzamentos, cruzamento, cruzamento, NOUN, False
altos, alto, alto, ADJ, False
na, na, em o, ADP, True
área, área, área, NOUN, True
adversária, adversária, adversário, ADJ, False
,, ,, ,, PUNCT, False
quase, quas, quase, ADV, False
sempre, sempr, sempre, ADV, True
para, para, para, ADP, True
felicidade, felicidad, felicidade, NOUN, False
do, do, de o, ADP, True
adversário, adversário, adversário, NOUN, False
., ., ., PUNCT, False
O, o, o, DET, True
técnico, técnico, técnico, NOUN, False
Márcio, márcio, Márcio, PROPN, False
Araújo, araújo, Araújo, PROPN, False
culpa, culpa, culpa, VERB, False
o, o, o, DET, True
nervosismo, nervosismo, nervosismo, NOUN, False
dos, do, de o, ADP, True
comandados, comandado, comandado, NOUN, False
e, e, e, CCONJ, True
a, a, o, DET, True
grama, grama, grama, NOUN, False
alta, alta, alto, ADJ, False
do, do, de o, ADP, True
Pacaembu, pacaembu, Pacaembu, PROPN, False
., ., ., PUNCT, False
", ", ", NUM, False
A, a, o, DET, True
bola, bola, bola, NOUN, False
não, não, não, ADV, True
corre, corr, correr, VERB, False
e, e, e, CCONJ, True
obriga, obriga, obrigar, VERB, False
o, o, o, DET, True
jogador, jogador, jogador, NOUN, False
a, a, a, SCONJ, True
jogar, jogar, jogar, VERB, False
por, por, por, ADP, True
cima, cima, cima, NOUN, True
., ., ., PUNCT, False
"(MD, "(md, "(MD, NOUN, False
), ), ), PUNCT, False

, 
, 
, SPACE, False
